name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"25.0173, 121.5398",2023-12-03T00:00:00,18,18,16,88.1,0,0,,0,0,30.6,25.8,79,1022,88,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-03T01:00:00,19,19,17,88.18,0,0,,0,0,28.8,24.2,79,1021,88,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-03T02:00:00,19,19,17,88.36,0.1,100,rain,0,0,22.3,24.4,88,1021,88,10,0,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-03T03:00:00,19,19,17,88.36,0,0,,0,0,20.2,26,88,1021,88,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-03T04:00:00,19,19,17,88.36,0.2,100,rain,0,0,20.2,22.5,88,1021,88,10,0,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-03T05:00:00,19,19,17,88.36,0.5,100,rain,0,0,20.5,22.4,89,1021,88,10,0,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-03T06:00:00,19,19,17,88.36,0.5,100,rain,0,0,23,24.1,88,1021,88,10,0,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-03T07:00:00,19,19,17,88.36,0.3,100,rain,0,0,25.6,26.1,88,1022,88,10,0,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-03T08:00:00,18.9,18.9,17,88.36,0.3,100,rain,0,0,26.3,26,88,1022,88,10,3,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-03T09:00:00,19.9,19.9,17,83.19,0.1,100,rain,0,0,25.9,24.4,89,1023,88,10,7,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-03T10:00:00,19.9,19.9,17,83.03,0.1,100,rain,0,0,27,22.6,89,1023,88,10,10,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-03T11:00:00,19.9,19.9,17,82.87,0,0,rain,0,0,28.4,19,89,1022,88,10,11,0,0,10,Partially cloudy,partly-cloudy-day,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-03T12:00:00,17.7,17.7,15.8,88.64,0.1,100,rain,0,0,29.2,15.1,72.9,1022,99.8,23.7,61,0.2,1,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-03T13:00:00,17.8,17.8,15.7,87.52,0.1,100,rain,0,0,28.8,15.1,71.9,1021,99.9,23.7,75,0.3,1,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-03T14:00:00,17.9,17.9,15.6,86.41,0,100,rain,0,0,28.4,15.1,76.2,1021,99.8,23.7,70,0.3,1,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-03T15:00:00,17.8,17.8,15.6,86.96,0,100,rain,0,0,27.4,14,73.7,1020,100,22,53,0.2,1,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-03T16:00:00,17.6,17.6,15.6,88.06,0.1,100,rain,0,0,28.8,13.7,74.1,1021,100,23.7,18,0.1,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-03T17:00:00,17.3,17.3,15.9,91.49,0.7,100,rain,0,0,25.9,11.5,72.3,1021,100,13.6,4,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-03T18:00:00,17.3,17.3,16,92.07,0.5,100,rain,0,0,31,14.4,86.4,1021,94.1,23.7,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-03T19:00:00,17.3,17.3,16,92.07,0,100,rain,0,0,27.7,13.3,71.8,1022,99.8,21.8,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-03T20:00:00,17.2,17.2,16,92.66,0.3,100,rain,0,0,27.7,11.9,76,1022,99.8,19.1,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-03T21:00:00,17.1,17.1,16.2,94.44,1.2,100,rain,0,0,30.6,14.8,85.9,1021,99.5,14.8,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-03T22:00:00,17.4,17.4,16.3,93.26,0.2,100,rain,0,0,30.2,13.7,83.3,1021,94.6,21.9,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-03T23:00:00,17.5,17.5,16.4,93.26,0.1,100,rain,0,0,30.6,14.4,86.2,1020,99.6,21.8,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-04T00:00:00,17.5,17.5,16.6,94.46,0,100,rain,0,0,26.6,11.2,82.8,1020,100,17.2,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-04T01:00:00,17.6,17.6,16.8,95.06,0.4,100,rain,0,0,22.7,9.7,78.7,1019,100,21.8,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-04T02:00:00,17.6,17.6,17,96.28,1.7,100,rain,0,0,24.1,10.4,83,1018,100,9.3,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-04T03:00:00,17.6,17.6,17.3,98.12,3.9,100,rain,0,0,18,8.3,68.5,1018,100,1.8,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-04T04:00:00,17.8,17.8,17.5,98.13,2.9,100,rain,0,0,20.2,7.6,67.7,1017,100,1.9,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-04T05:00:00,18,18,17.7,98.13,4.1,100,rain,0,0,20.9,9,79.8,1017,100,2.6,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-04T06:00:00,18,18,17.9,99.37,4.7,100,rain,0,0,13,5.8,80.6,1017,100,4.5,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-04T07:00:00,18.1,18.1,18,99.37,5.2,100,rain,0,0,5.4,3.6,353.2,1018,100,1.9,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-04T08:00:00,18.2,18.2,18.1,99.37,4.9,100,rain,0,0,14,4.3,16.3,1018,100,0.4,2,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-04T09:00:00,18.3,18.3,18.1,98.75,3.1,100,rain,0,0,1.1,1.4,226.1,1018,100,0.3,7,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-04T10:00:00,18.3,18.3,18.1,98.75,3.7,100,rain,0,0,2.9,2.2,271,1018,100,0.4,6,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-04T11:00:00,18.3,18.3,18.1,98.75,3.4,100,rain,0,0,5,4.7,245.8,1017,100,0.9,10,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-04T12:00:00,18.3,18.3,18.2,99.37,5.4,100,rain,0,0,10.8,6.5,258.6,1016,100,1.3,11,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-04T13:00:00,18.1,18.1,18,99.37,5,100,rain,0,0,13.7,6.8,305.5,1015,100,0.7,10,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-04T14:00:00,18,18,17.8,98.75,4,100,rain,0,0,10.8,5,309.9,1014,100,0.7,21,0.1,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-04T15:00:00,17.9,17.9,17.6,98.13,4.5,100,rain,0,0,5.8,4.7,298.9,1014,100,0.9,6,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-04T16:00:00,17.8,17.8,17.5,98.13,4,100,rain,0,0,6.1,3.6,6.1,1015,100,1.3,4,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-04T17:00:00,17.7,17.7,17.4,98.12,4.1,100,rain,0,0,6.1,4,347.5,1015,100,3.9,1,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-04T18:00:00,17.5,17.5,17.2,98.12,3.4,100,rain,0,0,7.6,4.3,356.1,1016,97.9,18.1,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-04T19:00:00,17.4,17.4,17.2,98.74,5.8,100,rain,0,0,3.2,2.2,329.4,1017,100,3,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-04T20:00:00,17.4,17.4,17.1,98.12,3.9,100,rain,0,0,3.2,2.5,344,1017,100,2.9,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-04T21:00:00,17.4,17.4,17,97.5,1,90.5,rain,0,0,5.4,4.7,320.8,1017,100,6.7,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-04T22:00:00,17.4,17.4,16.9,96.88,0.8,90.5,rain,0,0,5.8,4.3,323.9,1017,100,11.4,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-04T23:00:00,17.3,17.3,16.8,96.88,0.2,90.5,rain,0,0,5,3.2,331.7,1017,98.4,21.8,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-05T00:00:00,17.3,17.3,16.8,96.88,0.1,90.5,rain,0,0,4.3,2.9,323,1016,100,21.8,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-05T01:00:00,17.3,17.3,16.7,96.27,0,90.5,rain,0,0,5,2.9,299.5,1016,100,21.8,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-05T02:00:00,17.3,17.3,16.7,96.27,0.2,90.5,rain,0,0,6.1,3.6,322.8,1015,100,10.1,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-05T03:00:00,17.3,17.3,16.4,94.45,0.1,85.7,rain,0,0,6.1,3.6,322.8,1015,100,21.1,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-05T04:00:00,17.2,17.2,16.3,94.45,0.2,85.7,rain,0,0,6.1,3.2,310.6,1016,100,21.8,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-05T05:00:00,17.2,17.2,16.3,94.45,0,85.7,rain,0,0,4.7,2.9,309.3,1016,100,23,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-05T06:00:00,17.2,17.2,16.3,94.45,0.1,85.7,rain,0,0,4.3,2.9,330.7,1016,100,23.7,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-05T07:00:00,17.3,17.3,16.3,93.85,0,85.7,rain,0,0,2.9,1.4,353.9,1017,100,21.9,1,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-05T08:00:00,17.5,17.5,16.3,92.67,0.1,85.7,rain,0,0,2.2,0.7,78.7,1018,100,21.8,12,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-05T09:00:00,17.7,17.7,16.4,92.09,0,38.1,,0,0,5,2.5,60,1018,100,21.9,28,0.1,0,10,Overcast,cloudy,
"25.0173, 121.5398",2023-12-05T10:00:00,17.8,17.8,16.4,91.52,0.1,38.1,rain,0,0,8.6,4,49.1,1018,100,21.8,38,0.1,0,10,Overcast,cloudy,
"25.0173, 121.5398",2023-12-05T11:00:00,17.9,17.9,16.3,90.36,0.1,38.1,rain,0,0,11.2,5.4,56.5,1017,100,21.8,50,0.2,1,10,Overcast,cloudy,
"25.0173, 121.5398",2023-12-05T12:00:00,17.9,17.9,16.2,89.79,0.1,38.1,rain,0,0,14,6.8,49.8,1016,100,23.5,54,0.2,1,10,Overcast,cloudy,
"25.0173, 121.5398",2023-12-05T13:00:00,17.9,17.9,16,88.65,0.2,38.1,rain,0,0,14.8,7.6,52.7,1016,100,23.6,53,0.2,1,10,Overcast,cloudy,
"25.0173, 121.5398",2023-12-05T14:00:00,17.8,17.8,15.8,88.08,0.1,38.1,rain,0,0,16.2,7.2,52.6,1016,100,23.7,49,0.2,0,10,Overcast,cloudy,
"25.0173, 121.5398",2023-12-05T15:00:00,17.8,17.8,15.8,88.08,0,23.8,rain,0,0,16.6,7.2,63.6,1016,100,23.7,35,0.1,0,10,Overcast,cloudy,
"25.0173, 121.5398",2023-12-05T16:00:00,17.8,17.8,15.8,88.08,0.1,23.8,rain,0,0,18,7.6,73.8,1016,100,24.1,22,0.1,0,10,Overcast,cloudy,
"25.0173, 121.5398",2023-12-05T17:00:00,17.6,17.6,15.7,88.63,0,23.8,rain,0,0,18.7,8.6,76.8,1016,100,24.1,6,0,0,10,Overcast,cloudy,
"25.0173, 121.5398",2023-12-05T18:00:00,17.6,17.6,15.7,88.63,0.1,23.8,rain,0,0,19.8,9,74.5,1017,100,24.1,0,0,0,10,Overcast,cloudy,
"25.0173, 121.5398",2023-12-05T19:00:00,17.6,17.6,15.6,88.06,0,23.8,rain,0,0,19.4,9.4,80.2,1017,100,24.1,0,0,0,10,Overcast,cloudy,
"25.0173, 121.5398",2023-12-05T20:00:00,17.5,17.5,15.6,88.62,0,23.8,,0,0,21.2,10.4,82.5,1017,100,23.7,0,0,0,10,Overcast,cloudy,
"25.0173, 121.5398",2023-12-05T21:00:00,17.4,17.4,15.5,88.61,0,47.6,rain,0,0,21.6,10.8,79.8,1017,100,23.7,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-05T22:00:00,17.5,17.5,15.6,88.62,0,47.6,rain,0,0,19.8,9.7,87.2,1017,99.8,23.7,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-05T23:00:00,17.5,17.5,15.7,89.19,0,47.6,rain,0,0,17.6,9.4,80.5,1017,100,23.7,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-06T00:00:00,17.4,17.4,15.8,90.33,0.1,47.6,rain,0,0,16.2,8.3,80.9,1017,100,23.7,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-06T01:00:00,17.3,17.3,16,92.07,0.2,47.6,rain,0,0,14,7.2,88.6,1016,100,23.7,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-06T02:00:00,17.3,17.3,16.2,93.25,0,47.6,rain,0,0,13,6.8,81.2,1016,100,23.7,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-06T03:00:00,17.4,17.4,16.3,93.26,0,81,rain,0,0,11.5,5.8,72.1,1016,100,23.7,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-06T04:00:00,17.4,17.4,16.4,93.85,0.1,81,rain,0,0,10.1,4.7,53,1016,100,23.9,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-06T05:00:00,17.4,17.4,16.4,93.85,0.1,81,rain,0,0,10.8,5,49.1,1016,100,19.6,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-06T06:00:00,17.3,17.3,16.4,94.45,0.1,81,rain,0,0,11.2,4.7,39.4,1017,100,24.1,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-06T07:00:00,17.4,17.4,16.5,94.45,0.1,81,rain,0,0,12.2,5.8,53.4,1017,99.7,24.1,1,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-06T08:00:00,17.5,17.5,16.5,93.86,0,81,rain,0,0,13.7,6.5,62.9,1017,100,24.1,16,0.1,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-06T09:00:00,17.9,17.9,16.5,91.52,0,81,rain,0,0,10.4,5.8,12,1018,99.9,21.9,42,0.2,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-06T10:00:00,17.9,17.9,16.3,90.36,0.1,81,rain,0,0,7.6,4.7,351.1,1018,100,21.8,42,0.2,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-06T11:00:00,17.7,17.7,16.3,91.51,0.2,81,rain,0,0,7.2,4.7,345.8,1017,100,21.8,40,0.1,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-06T12:00:00,17.6,17.6,16.3,92.09,0.1,81,rain,0,0,7.2,4.7,338.1,1016,100,21.8,46,0.2,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-06T13:00:00,17.6,17.6,16.3,92.09,0.1,81,rain,0,0,6.8,4.7,336.7,1015,100,21.8,48,0.2,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-06T14:00:00,17.7,17.7,16,89.78,0.1,81,rain,0,0,8.6,5.8,328.4,1015,100,21.8,50,0.2,1,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-06T15:00:00,17.4,17.4,15.7,89.75,0,76.2,rain,0,0,11.9,6.8,317.1,1016,100,21.8,25,0.1,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-06T16:00:00,17.3,17.3,15.4,88.6,0.4,76.2,rain,0,0,14.8,7.2,302.8,1016,100,21.6,20,0.1,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-06T17:00:00,16.9,16.9,15.2,89.72,0.4,76.2,rain,0,0,18,7.9,295.5,1017,100,20.9,4,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-06T18:00:00,16.7,16.7,15.2,90.86,0.2,76.2,rain,0,0,10.4,5.4,281.6,1017,100,23.7,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-06T19:00:00,16.6,16.6,15.3,92.03,0,76.2,rain,0,0,10.1,5.8,287.6,1018,100,24.1,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-06T20:00:00,16.6,16.6,15.3,92.03,0,76.2,rain,0,0,15.5,6.5,305.2,1018,100,22.9,0,0,0,10,"Rain, Overcast",rain,
"25.0173, 121.5398",2023-12-06T21:00:00,16.5,16.5,15.1,91.43,0.2,33.3,rain,0,0,15.8,6.1,300.3,1018,100,22.9,0,0,0,10,Overcast,cloudy,
"25.0173, 121.5398",2023-12-06T22:00:00,16.3,16.3,14.8,90.83,0.2,33.3,rain,0,0,17.6,6.8,315.4,1018,100,24.1,0,0,0,10,Overcast,cloudy,
"25.0173, 121.5398",2023-12-06T23:00:00,16.1,16.1,14.4,89.66,0.1,33.3,rain,0,0,12.2,5.8,305.8,1018,86.2,24,0,0,0,10,Partially cloudy,partly-cloudy-night,
"25.0173, 121.5398",2023-12-07T00:00:00,16,16,14,87.92,0,33.3,,0,0,4.7,4,263.8,1018,31.2,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"25.0173, 121.5398",2023-12-07T01:00:00,15.5,15.5,13.7,89.03,0.1,33.3,rain,0,0,5.4,4.3,239.5,1018,35.7,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
