name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"25.0173, 121.5398",2023-11-11T00:00:00,22,22,20,88.61,0,0,rain,0,0,20.5,17.1,108,1020,89,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"46696099999,46686099999,RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-11-11T01:00:00,22,22,20,88.61,0,0,rain,0,0,20.5,15.4,98,1020,89,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"46696099999,46686099999,RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-11-11T02:00:00,22.2,22.2,19.9,86.7,0,0,rain,0,0,19.4,16.6,99,1019.6,89,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"46696099999,46686099999,RCSS,58968099999,F7053,RCTP"
"25.0173, 121.5398",2023-11-11T03:00:00,22,22,19,83.44,0,0,rain,0,0,16.9,17,88,1019,89,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"46696099999,46686099999,RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-11-11T04:00:00,22,22,19,83.44,0,0,rain,0,0,18,17.1,98,1019,89,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"46696099999,46686099999,RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-11-11T05:00:00,21.7,21.7,19.4,87.01,0,0,rain,0,0,24.1,15.9,99,1019.6,89,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"46696099999,46686099999,RCSS,58968099999,F7053,RCTP"
"25.0173, 121.5398",2023-11-11T06:00:00,21,21,19,88.53,0,0,rain,0,0,29.2,15.3,98,1020,89,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"46696099999,46686099999,RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-11-11T07:00:00,22,22,19,83.28,0,0,rain,0,0,46.4,18.8,98,1020,89,10,4,0,0,10,Partially cloudy,partly-cloudy-day,"46696099999,46686099999,RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-11-11T08:00:00,22.2,22.2,20.1,87.7,0.5,100,rain,0,0,29.5,19.6,99,1021.1,89.7,10,15,0.1,0,10,"Rain, Partially cloudy",rain,"46696099999,46686099999,RCSS,58968099999,F7053,RCTP"
"25.0173, 121.5398",2023-11-11T09:00:00,23,23,21,88.34,0,0,rain,0,0,61.2,23,98,1021,89,10,23,0.1,0,10,Partially cloudy,partly-cloudy-day,"46696099999,46686099999,RCSS,F7053,RCTP"
