name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"25.0173, 121.5398",2023-11-29T14:00:00,26,26,17.9,60.88,0,0,,0,0,5.4,16.3,316,1018.5,89.7,20.1,28,0.1,0,10,Partially cloudy,partly-cloudy-day,"46696099999,RCSS,58968099999,F7053,RCTP"
"25.0173, 121.5398",2023-11-29T15:00:00,26,26,18,61.52,0,0,,0,0,10.1,5.6,307,1018,89,10,7,0,0,10,Partially cloudy,partly-cloudy-day,"46696099999,46686099999,RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-11-29T16:00:00,26,26,17,57.91,0,0,,0,0,7.9,5.5,187,1019,89,10,1,0,0,10,Partially cloudy,partly-cloudy-day,"46696099999,46686099999,RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-11-29T17:00:00,23.8,23.8,16,61.89,0,0,,0,0,10.8,24.9,150,1018.9,96.4,20,0,0,0,10,Overcast,cloudy,"46696099999,46686099999,RCSS,58968099999,F7053,RCTP"
"25.0173, 121.5398",2023-11-29T18:00:00,24,24,16,61.13,0,0,,0,0,7.9,3.7,340,1019,89,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"46696099999,46686099999,RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-11-29T19:00:00,24,24,16.1,61.5,0.1,100,rain,0,0,10.1,5.6,302,1019,89,10,0,0,0,10,"Rain, Partially cloudy",rain,"46696099999,46686099999,RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-11-29T20:00:00,23.2,23.2,16.6,66.39,0,0,rain,0,0,7.6,7.9,138,1020.1,89,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"46696099999,46686099999,RCSS,58968099999,F7053,RCTP"
"25.0173, 121.5398",2023-11-29T21:00:00,23,23,16.1,65.26,0,0,,0,0,8.3,2,20,1020,89,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"46696099999,46686099999,RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-11-29T22:00:00,22,22,17.1,73.67,0,0,,0,0,7.2,3.6,10,1020,89,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"46696099999,46686099999,RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-11-29T23:00:00,22.4,22.4,17.1,72.27,0,0,,0,0,6.1,3,168,1021,89,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"46696099999,46686099999,RCSS,58968099999,F7053,RCTP"
"25.0173, 121.5398",2023-11-30T00:00:00,21,21,17,78.08,0,0,,0,0,4.7,7.5,87,1020,89,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"46696099999,46686099999,RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-11-30T01:00:00,22,22,18,78.3,0,0,rain,0,0,1.4,3.7,330,1020,89,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"46696099999,46686099999,RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-11-30T02:00:00,21.6,21.6,17.6,78.11,0,0,,0,0,1.1,6.6,62,1020.9,89,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"46696099999,46686099999,RCSS,58968099999,F7053,RCTP"
"25.0173, 121.5398",2023-11-30T03:00:00,22,22,17.1,73.66,0,0,,0,0,1.1,3.7,134,1021,89,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"46696099999,46686099999,RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-11-30T04:00:00,21,21,17.1,78.17,0,0,,0,0,2.2,3.8,64,1021,89,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"46696099999,46686099999,RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-11-30T05:00:00,21,21,17.1,78.24,0,0,,0,0,11.5,3.8,120,1021,89,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"46696099999,46686099999,RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-11-30T06:00:00,20,20,18,88.27,0.1,100,rain,0,0,48.2,8.3,79,1021,88,9.8,0,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-11-30T07:00:00,20.9,20.9,18,83.31,0.6,100,rain,0,0,26.6,15.5,69,1022,88,8.9,1,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-11-30T08:00:00,19.9,19.9,17.9,88.27,1.2,100,rain,0,0,26.6,26.3,88,1023,88,6.1,1,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-11-30T09:00:00,19.9,19.9,17,82.87,0,0,rain,0,0,27.7,23,79,1023,88,9,1,0,0,10,Partially cloudy,partly-cloudy-day,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-11-30T10:00:00,20,20,16.9,82.54,0.4,100,rain,0,0,26.6,21.2,89,1024,88,10,4,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-11-30T11:00:00,19.9,19.9,17,82.87,0.3,100,rain,0,0,27.7,28.1,89,1023,88,9,12,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-11-30T12:00:00,20.9,20.9,17,78.06,0.2,100,rain,0,0,28.4,24.6,89,1022,88,9,16,0.1,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-11-30T13:00:00,19.9,19.9,16,78.07,0.2,100,rain,0,0,28.4,26.4,89,1022,88,10,6,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-11-30T14:00:00,18.9,18.9,17,88.53,0.3,100,rain,0,0,28.8,28.1,98,1021,88,9.9,13,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-11-30T15:00:00,19.9,19.9,17,83.19,0,0,rain,0,0,29.5,22.7,79,1021,88,9.9,0,0,0,10,Partially cloudy,partly-cloudy-day,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-11-30T16:00:00,18.9,18.9,17,88.53,0.4,100,rain,0,0,55.4,24.5,89,1022,88,9.8,0,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-11-30T17:00:00,18.9,18.9,17,88.53,0.6,100,rain,0,0,29.5,24.4,89,1023,88,9.9,0,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-11-30T18:00:00,17.9,17.9,17,93.88,0.4,100,rain,0,0,29.5,24.3,89,1023,88,8.1,0,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-11-30T19:00:00,18,18,17,93.7,0.2,100,rain,0,0,30.6,24.5,89,1023,88,10,0,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-11-30T20:00:00,18,18,17,93.7,0.4,100,rain,0,0,53.6,21,99,1024,88,10,0,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-11-30T21:00:00,18,18,17,93.7,0,0,rain,0,0,31,20.7,99,1024,88,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-11-30T22:00:00,18,18,17,93.7,0.2,100,rain,0,0,30.6,20.5,99,1024,88,10,0,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-11-30T23:00:00,17.9,17.9,17,94.07,0.2,100,rain,0,0,29.5,21,99,1024,88,9.9,0,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-01T00:00:00,17.9,17.9,17,94.07,0.1,100,rain,0,0,28.1,20.8,99,1023,88,9.9,0,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-01T01:00:00,17.9,17.9,17,94.07,0.2,100,rain,0,0,27.4,24.5,89,1023,88,9.9,0,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-01T02:00:00,17.9,17.9,17,93.88,0.3,100,rain,0,0,28.1,20.9,89,1023,88,9,0,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-01T03:00:00,17.9,17.9,17,94.07,0,0,rain,0,0,55.4,17.2,88,1023,88,9.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-01T04:00:00,17.9,17.9,17,94.07,0.5,100,rain,0,0,27.7,15.2,79,1023,88,7.9,0,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-01T05:00:00,16.9,16.9,16,94.02,0.5,100,rain,0,0,29.2,17,88,1023,88,8,0,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-01T06:00:00,16.9,16.9,15,88.36,0.7,100,rain,0,0,30.2,17,88,1024,88,10,0,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-01T07:00:00,16.9,16.9,15,88.36,0.5,100,rain,0,0,30.6,18.8,88,1025,88,10,0,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-01T08:00:00,17,17,15,88.19,0.3,100,rain,0,0,57.6,21,88,1025,88,10,16,0.1,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-01T09:00:00,17.9,17.9,15,82.96,0,0,rain,0,0,28.8,19,79,1025,88,10,14,0.1,0,10,Partially cloudy,partly-cloudy-day,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-01T10:00:00,16.9,16.9,15,88.19,0.7,100,rain,0,0,28.8,21.1,89,1026,88,10,10,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-01T11:00:00,17.9,17.9,15,82.95,0.3,100,rain,0,0,53.6,24.5,88,1025,88,8.1,10,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-01T12:00:00,17.9,17.9,15,82.95,0.1,100,rain,0,0,30.2,26.3,89,1024,88,9,10,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-01T13:00:00,17,17,14,82.67,0.3,100,rain,0,0,29.9,23,88,1024,88,9,6,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-01T14:00:00,16.9,16.9,14,82.67,0.1,100,rain,0,0,29.9,26.4,88,1023,88,10,3,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-01T15:00:00,16,16,13,82.72,0,0,rain,0,0,31.3,26.3,79,1024,88,10,3,0,0,10,Partially cloudy,partly-cloudy-day,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-01T16:00:00,16,16,13,82.55,0.2,100,rain,0,0,59.4,24.6,89,1024,88,10,0,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-01T17:00:00,16,16,13,82.55,0.2,100,rain,0,0,31.3,28.1,79,1024,88,10,0,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-01T18:00:00,16,16,13,82.55,0.2,100,rain,0,0,32,24.7,89,1024,88,10,0,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-01T19:00:00,15,15,13,87.84,0.1,100,rain,0,0,31.7,24.8,98,1025,88,10,0,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-01T20:00:00,15,15,13,87.66,0.1,100,rain,0,0,32,23.1,89,1025,88,10,0,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-01T21:00:00,15,15,13,87.83,0,0,rain,0,0,32.4,24.6,89,1025,88,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-01T22:00:00,15,15,13,87.83,0.2,100,rain,0,0,33.1,22.8,99,1025,88,10,0,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-01T23:00:00,15,15,13,87.66,0,0,rain,0,0,31.7,21,98,1025,88,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-02T00:00:00,16,16,13,82.38,0.2,100,rain,0,0,31,21,98,1024,88,10,0,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-02T01:00:00,16,16,14,87.92,0.1,100,rain,0,0,30.6,19,98,1024,88,7.1,0,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-02T02:00:00,15,15,14,93.55,0.3,100,rain,0,0,51.8,20.9,98,1024,88,10,0,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-02T03:00:00,15,15,14,93.55,0,0,rain,0,0,28.1,20.9,89,1024,88,9,0,0,0,10,Partially cloudy,partly-cloudy-night,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-02T04:00:00,15,15,14,93.55,0.1,100,rain,0,0,27.7,18.8,98,1024,51.2,9,0,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-02T05:00:00,16,16,14,88.1,0.1,100,rain,0,0,26.6,22.6,98,1024,88,9,0,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-02T06:00:00,16,16,14,87.92,0,0,rain,0,0,27.7,20.7,99,1024,88,9,0,0,0,10,Partially cloudy,partly-cloudy-night,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-02T07:00:00,16,16,14.9,93.41,0.1,100,rain,0,0,28.8,20.6,98,1025,88,10,3,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-02T08:00:00,17,17,14.9,87.83,0.1,100,rain,0,0,27,22.7,98,1025,88,10,5,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-02T09:00:00,17,17,15,87.66,0,0,,0,0,25.2,22.5,98,1025,88,10,10,0,0,10,Partially cloudy,partly-cloudy-day,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-02T10:00:00,18,18,14.9,82.29,0.1,100,rain,0,0,25.9,22.5,98,1025,88,10,24,0.1,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-02T11:00:00,18,18,15.9,87.57,0,0,,0,0,25.2,29.3,99,1023.9,88,10,16,0.1,0,10,Partially cloudy,partly-cloudy-day,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-02T12:00:00,21,21,15,68.57,0,0,,0,0,28.1,31.6,89,1022,88,10,32,0.1,0,10,Partially cloudy,partly-cloudy-day,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-02T13:00:00,19.9,19.9,15,72.93,0,0,,0,0,29.2,29.7,79,1022,88,10,27,0.1,0,10,Partially cloudy,partly-cloudy-day,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-02T14:00:00,19,19,15,77.77,0.1,100,rain,0,0,50,22.6,79,1022,88,10,5,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-02T15:00:00,17.9,17.9,15,82.79,0,0,,0,0,25.9,26.1,88,1021,88,10,6,0,0,10,Partially cloudy,partly-cloudy-day,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-02T16:00:00,17.9,17.9,15,82.79,0,0,,0,0,26.6,24.4,88,1021,88,10,7,0,0,10,Partially cloudy,partly-cloudy-day,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-02T17:00:00,17.9,17.9,16,88.27,0,0,,0,0,26.6,24.4,89,1022,88,9,0,0,0,10,Partially cloudy,partly-cloudy-day,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-02T18:00:00,17.9,17.9,16,88.1,0.1,100,rain,0,0,28.4,26.1,89,1022,88,9,0,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-02T19:00:00,17.9,17.9,16,88.1,0.1,100,rain,0,0,30.2,24.3,89,1022,88,10,0,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-02T20:00:00,17.9,17.9,16,88.27,0.1,100,rain,0,0,32,22.5,89,1022.9,88,10,0,0,0,10,"Rain, Partially cloudy",rain,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-02T21:00:00,17.9,17.9,16,88.27,0,0,,0,0,32.8,24.3,89,1022,88,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-02T22:00:00,17.9,17.9,16,88.27,0,0,,0,0,32,24.2,89,1022,88,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"RCSS,F7053,RCTP"
"25.0173, 121.5398",2023-12-02T23:00:00,17.9,17.9,16,88.27,0,0,,0,0,32.4,25.9,89,1022,88,10,0,0,0,10,Partially cloudy,partly-cloudy-night,"RCSS,F7053,RCTP"
